spp,t_c,block,sample,date,time,conductance,temp_C,sample_ID,sensor_serial_num,sensor_calNum,leaf_sensor_RH,filter_sensor_RH,pre_post
BA,T,B,1,8/24/16,14:00:00,428.3,28.8,BATB1,LPS2641,2604509,60.3,26.7,na
BA,T,B,2,8/24/16,14:03:00,501.7,29.6,BATB2,LPS2641,2604509,62.2,27.5,na
BA,T,B,3,8/24/16,14:05:00,657.8,29.5,BATB3,LPS2641,2604509,64.8,28.3,na
BA,T,B,4,8/24/16,14:08:00,388.9,30.9,BATB4,LPS2641,2604509,59.1,26.2,na
BA,T,B,5,8/24/16,14:10:00,330.7,30.4,BATB5,LPS2641,2604509,56.8,25,na
BA,T,B,6,8/24/16,14:13:00,278,30.5,BATB6,LPS2641,2604509,54.3,23.8,na
BA,T,B,7,8/24/16,14:15:00,43.3,30.6,BATB7,LPS2641,2604509,23,9.3,na
BA,T,B,8,8/24/16,14:17:00,273,30.5,BATB8,LPS2641,2604509,54.3,24,na
PB,T,A,1,8/24/16,14:19:00,796.8,30.5,PBTA1,LPS2641,2604509,67.2,30.1,na
PB,T,A,2,8/24/16,14:21:00,676,30.6,PBTA2,LPS2641,2604509,65.2,28.7,na
PB,T,A,3,8/24/16,14:23:00,848.3,30.1,PBTA3,LPS2641,2604509,67.4,29.7,na
PB,T,A,4,8/24/16,14:26:00,712.6,29.5,PBTA4,LPS2641,2604509,65.5,28.4,na
PB,T,A,5,8/24/16,14:28:00,541.5,28.8,PBTA5,LPS2641,2604509,62.5,26.9,na
PB,T,A,6,8/24/16,14:30:00,725.9,28.5,PBTA6,LPS2641,2604509,65.8,28.6,na
PB,T,A,7,8/24/16,14:33:00,858.1,28.5,PBTA7,LPS2641,2604509,67.6,29.8,na
PB,T,A,8,8/24/16,14:35:00,714.1,28.4,PBTA8,LPS2641,2604509,66,29.2,na
DW,T,A,1,8/24/16,14:38:00,89.5,28.3,DWTA1,LPS2641,2604509,36.4,16.1,na
DW,T,A,2,8/24/16,14:40:00,349.7,28.6,DWTA2,LPS2641,2604509,57.7,25.4,na
DW,T,A,3,8/24/16,14:42:00,341.9,29.7,DWTA3,LPS2641,2604509,57.3,25.1,na
DW,T,A,4,8/24/16,14:44:00,34.4,29.9,DWTA4,LPS2641,2604509,19.7,7.9,na
DW,T,A,5,8/24/16,14:46:00,305.7,30.3,DWTA5,LPS2641,2604509,55.5,24.1,na
DW,T,A,6,8/24/16,14:49:00,231.8,30.4,DWTA6,LPS2641,2604509,51.5,22.3,na
DW,T,A,7,8/24/16,14:51:00,198.9,30.2,DWTA7,LPS2641,2604509,49.3,21.5,na
DW,T,A,8,8/24/16,14:53:00,390.5,30.2,DWTA8,LPS2641,2604509,59,25.9,na
BA,C,A,1,8/24/16,15:23:00,346.9,31.1,BACA1,LPS2641,2604509,57.7,25.7,na
BA,C,A,2,8/24/16,15:27:00,243.5,30.5,BACA2,LPS2641,2604509,52.9,23.7,na
BA,C,A,3,8/24/16,15:31:00,442,30.3,BACA3,LPS2641,2604509,60.9,27.4,na
BA,C,A,4,8/24/16,15:35:00,312.8,30.7,BACA4,LPS2641,2604509,55.7,24.1,na
BA,C,A,5,8/24/16,15:38:00,412.3,30,BACA5,LPS2641,2604509,59.4,25.7,na
BA,C,A,6,8/24/16,15:42:00,248.8,31.3,BACA6,LPS2641,2604509,53,23.6,na
BA,C,A,7,8/24/16,15:44:00,206.7,31,BACA7,LPS2641,2604509,50.1,22.2,na
BA,C,A,8,8/24/16,15:46:00,315.6,30.9,BACA8,LPS2641,2604509,56.6,25.4,na
SF,C,B,1,8/24/16,15:49:00,855.4,31.2,SFCB1,LPS2641,2604509,67.4,29.7,na
SF,C,B,2,8/24/16,15:52:00,647.5,30.8,SFCB2,LPS2641,2604509,64.5,28.1,na
SF,C,B,3,8/24/16,15:56:00,828.2,31.2,SFCB3,LPS2641,2604509,67,29.2,na
SF,C,B,4,8/24/16,15:58:00,1006.5,31.3,SFCB4,LPS2641,2604509,69.1,30.9,na
SF,C,B,5,8/24/16,16:02:00,816.4,29.8,SFCB5,LPS2641,2604509,67.1,29.5,na
SF,C,B,6,8/24/16,16:05:00,840.4,29.1,SFCB6,LPS2641,2604509,67.7,30.4,na
SF,C,B,7,8/24/16,16:07:00,512.8,28.5,SFCB7,LPS2641,2604509,62.4,27.5,na
SF,C,B,8,8/24/16,16:10:00,511.1,28.4,SFCB8,LPS2641,2604509,62.3,27.4,na
PB,C,B,1,8/24/16,16:12:00,561.5,28.5,PBCB1,LPS2641,2604509,63.5,28.2,na
PB,C,B,2,8/24/16,16:14:00,581.3,28.3,PBCB2,LPS2641,2604509,63.9,28.4,na
PB,C,B,3,8/24/16,16:16:00,561.7,28,PBCB3,LPS2641,2604509,63.4,28,na
PB,C,B,4,8/24/16,16:19:00,768.4,27.7,PBCB4,LPS2641,2604509,66,28.2,na
PB,C,B,5,8/24/16,16:21:00,686,27.8,PBCB5,LPS2641,2604509,65.6,29.2,na
PB,C,B,6,8/24/16,16:23:00,811.3,27.6,PBCB6,LPS2641,2604509,67,29.4,na
PB,C,B,7,8/24/16,16:25:00,708.2,27.5,PBCB7,LPS2641,2604509,65.6,28.5,na
PB,C,B,8,8/24/16,16:27:00,536.7,27.6,PBCB8,LPS2641,2604509,62.7,27.3,na
DW,C,B,1,8/24/16,16:30:00,337.3,27.7,DWCB1,LPS2641,2604509,57.3,25.4,na
DW,C,B,2,8/24/16,16:32:00,245.7,27.8,DWCB2,LPS2641,2604509,52.3,22.5,na
DW,C,B,3,8/24/16,16:33:00,306.3,27.7,DWCB3,LPS2641,2604509,55.6,24,na
DW,C,B,4,8/24/16,16:35:00,156,27.5,DWCB4,LPS2641,2604509,45,19.1,na
DW,C,B,5,8/24/16,16:37:00,281.2,27.4,DWCB5,LPS2641,2604509,54.3,23.4,na
DW,C,B,6,8/24/16,16:39:00,79.6,27.3,DWCB6,LPS2641,2604509,34.3,15.1,na
DW,C,B,7,8/24/16,16:44:00,222.8,27.1,DWCB7,LPS2641,2604509,51.5,22.8,na
DW,C,B,8,8/24/16,16:45:00,443.2,26.7,DWCB8,LPS2641,2604509,60.1,25.5,na
SF,C,A,1,8/24/16,16:48:00,744.5,26.7,SFCA1,LPS2641,2604509,66.5,29.5,na
SF,C,A,2,8/24/16,16:50:00,725.1,26.7,SFCA2,LPS2641,2604509,65.6,28,na
SF,C,A,3,8/24/16,16:53:00,680.4,26.8,SFCA3,LPS2641,2604509,65.5,29,na
SF,C,A,4,8/24/16,16:56:00,907.2,27,SFCA4,LPS2641,2604509,67.5,28.7,na
SF,C,A,6,8/24/16,16:59:00,744.8,26.9,SFCA6,LPS2641,2604509,65.8,28.1,na
SF,C,A,5,8/24/16,17:02:00,677.5,26.6,SFCA5,LPS2641,2604509,65.5,29,na
SF,C,A,7,8/24/16,17:05:00,596.8,26.3,SFCA7,LPS2641,2604509,64.1,28.2,na
SF,C,A,8,8/24/16,17:08:00,708.3,26.1,SFCA8,LPS2641,2604509,65.8,28.9,na
BA,C,B,1,8/24/16,17:10:00,286.6,26.7,BACB1,LPS2641,2604509,54,22.5,na
BA,C,B,2,8/24/16,17:13:00,296,27.1,BACB2,LPS2641,2604509,54.6,23,na
BA,C,B,3,8/24/16,17:15:00,84.4,27.2,BACB3,LPS2641,2604509,34.5,14.4,na
BA,C,B,4,8/24/16,17:17:00,192.8,26.8,BACB4,LPS2641,2604509,49,21.4,na
BA,C,B,5,8/24/16,17:19:00,162,26.7,BACB5,LPS2641,2604509,46.1,20.1,na
BA,C,B,6,8/24/16,17:21:00,38.4,26.6,BACB6,LPS2641,2604509,21.2,8.4,na
BA,C,B,7,8/24/16,17:23:00,321.1,26.5,BACB7,LPS2641,2604509,56.6,24.9,na
BA,C,B,8,8/24/16,17:25:00,359.7,26.6,BACB8,LPS2641,2604509,57.6,24.7,na
PB,C,A,1,8/24/16,17:28:00,633.8,26.8,PBCA1,LPS2641,2604509,64.6,28.3,na
PB,C,A,2,8/24/16,17:30:00,550.1,26.8,PBCA2,LPS2641,2604509,63,27.5,na
PB,C,A,3,8/24/16,17:32:00,580.5,26.8,PBCA3,LPS2641,2604509,63.9,28.2,na
PB,C,A,4,8/24/16,17:34:00,556.7,26.8,PBCA4,LPS2641,2604509,63.2,27.7,na
PB,C,A,5,8/24/16,17:36:00,314.1,26.8,PBCA5,LPS2641,2604509,56.4,25,na
PB,C,A,6,8/24/16,17:38:00,389.1,26.9,PBCA6,LPS2641,2604509,59.1,26,na
PB,C,A,7,8/24/16,17:40:00,351.9,26.7,PBCA7,LPS2641,2604509,57.7,25.2,na
PB,C,A,8,8/24/16,17:41:00,566,26.4,PBCA8,LPS2641,2604509,62.9,26.8,na
DW,C,A,1,8/24/16,17:43:00,49.3,26.4,DWCA1,LPS2641,2604509,25.5,10.5,na
DW,C,A,2,8/24/16,17:45:00,365.1,26.7,DWCA2,LPS2641,2604509,57.3,23.9,na
DW,C,A,3,8/24/16,17:47:00,71.5,26.9,DWCA3,LPS2641,2604509,32.3,14,na
DW,C,A,4,8/24/16,17:49:00,92.4,27.1,DWCA4,LPS2641,2604509,36.7,16,na
DW,C,A,5,8/24/16,17:51:00,40.9,27.2,DWCA5,LPS2641,2604509,23.1,9.8,na
DW,C,A,6,8/24/16,17:53:00,35.2,27.2,DWCA6,LPS2641,2604509,19.8,7.7,na
DW,C,A,7,8/24/16,17:54:00,32.7,27.2,DWCA7,LPS2641,2604509,19.2,7.7,na
DW,C,A,8,8/24/16,17:56:00,227,27.1,DWCA8,LPS2641,2604509,51.5,22.5,na
BA,T,A,1,8/26/16,8:38:00,732.4,33.2,BATA1,LPS2641,3302900,61.5,27.5,pre
BA,T,A,2,8/26/16,8:40:00,883.5,33.4,BATA2,LPS2641,3302900,63,27.3,pre
BA,T,A,3,8/26/16,8:48:00,485.8,33.9,BATA3,LPS2641,3302900,56.8,26.2,pre
BA,T,A,4,8/26/16,8:50:00,386.3,33.6,BATA4,LPS2641,3302900,52.6,23,pre
SF,T,B,1,8/26/16,8:53:00,1193.3,33.1,SFTB1,LPS2641,3302900,66.7,29.9,pre
SF,T,B,2,8/26/16,8:58:00,1151.3,33.4,SFTB2,LPS2641,3302900,66.4,29.7,pre
SF,T,B,3,8/26/16,9:02:00,1033.1,33.3,SFTB3,LPS2641,3302900,65.1,28.9,pre
SF,T,B,4,8/26/16,9:06:00,1368.8,33,SFTB4,LPS2641,3302900,68.2,31,pre
PB,T,B,1,8/26/16,9:09:00,686.4,32.4,PBTB1,LPS2641,3302900,60.5,26.7,pre
PB,T,B,2,8/26/16,9:12:00,691.9,32.1,PBTB2,LPS2641,3302900,60.7,27,pre
PB,T,B,3,8/26/16,9:14:00,1313.5,32,PBTB3,LPS2641,3302900,67.6,30.3,pre
PB,T,B,4,8/26/16,9:17:00,1208.1,31.6,PBTB4,LPS2641,3302900,66.7,29.6,pre
DW,T,B,1,8/26/16,9:22:00,485.4,31.5,DWTB1,LPS2641,3302900,55.9,24.4,pre
DW,T,B,2,8/26/16,9:24:00,408,31.7,DWTB2,LPS2641,3302900,53.6,23.6,pre
DW,T,B,3,8/26/16,9:26:00,450.7,31.4,DWTB3,LPS2641,3302900,55.3,24.7,pre
DW,T,B,4,8/26/16,9:29:00,171.6,31,DWTB4,LPS2641,3302900,39.4,17,pre
SF,T,A,1,8/26/16,9:31:00,1066,31.1,SFTA1,LPS2641,3302900,65.3,28.7,pre
SF,T,A,2,8/26/16,9:34:00,1237,31.1,SFTA2,LPS2641,3302900,66.9,29.7,pre
SF,T,A,3,8/26/16,9:36:00,960.8,30.5,SFTA3,LPS2641,3302900,64.3,28.3,pre
SF,T,A,4,8/26/16,9:39:00,1113.4,30.1,SFTA4,LPS2641,3302900,65.9,29.2,pre
BA,T,B,1,8/26/16,9:41:00,413.2,30.8,BATB1,LPS2641,3302900,53.5,23.1,pre
BA,T,B,2,8/26/16,9:42:00,510.9,31,BATB2,LPS2641,3302900,55.6,23.1,pre
BA,T,B,3,8/26/16,9:44:00,705.9,30.8,BATB3,LPS2641,3302900,60.8,26.7,pre
BA,T,B,4,8/26/16,9:46:00,462.6,30.7,BATB4,LPS2641,3302900,55.4,24.5,pre
PB,T,A,1,8/26/16,9:47:00,769.5,30.8,PBTA1,LPS2641,3302900,61.9,27.4,pre
PB,T,A,2,8/26/16,9:49:00,790.6,31,PBTA2,LPS2641,3302900,62.4,27.8,pre
PB,T,A,3,8/26/16,9:50:00,731.2,30.6,PBTA3,LPS2641,3302900,61.4,27.3,pre
PB,T,A,4,8/26/16,9:52:00,827.1,30.6,PBTA4,LPS2641,3302900,63.1,28.4,pre
DW,T,A,1,8/26/16,9:54:00,146.6,30.7,DWTA1,LPS2641,3302900,37.6,17,pre
DW,T,A,2,8/26/16,9:55:00,456.9,31.1,DWTA2,LPS2641,3302900,55.3,24.4,pre
DW,T,A,3,8/26/16,9:57:00,354.1,31.5,DWTA3,LPS2641,3302900,51.8,23.2,pre
DW,T,A,4,8/26/16,9:58:00,578.3,31.7,DWTA4,LPS2641,3302900,57.2,23.7,pre
BA,C,A,1,8/26/16,10:13:00,584.9,30.5,BACA1,LPS2641,3302900,58.3,25.3,na
BA,C,A,2,8/26/16,10:15:00,739.1,29.8,BACA2,LPS2641,3302900,61.1,26.4,na
BA,C,A,3,8/26/16,10:17:00,604.1,29.2,BACA3,LPS2641,3302900,58.6,25.2,na
BA,C,A,4,8/26/16,10:19:00,813.6,29,BACA4,LPS2641,3302900,61.8,26.1,na
BA,C,A,5,8/26/16,10:20:00,687.5,28.7,BACA5,LPS2641,3302900,60.5,26.4,na
BA,C,A,6,8/26/16,10:22:00,291.1,28.5,BACA6,LPS2641,3302900,48.9,21.8,na
BA,C,A,7,8/26/16,10:23:00,304.7,28.3,BACA7,LPS2641,3302900,49,21.1,na
BA,C,A,8,8/26/16,10:25:00,253.4,28.1,BACA8,LPS2641,3302900,44.7,17.8,na
SF,C,B,1,8/26/16,10:26:00,1075.8,27.9,SFCB1,LPS2641,3302900,65.7,29.1,na
SF,C,B,2,8/26/16,10:28:00,919.2,27.6,SFCB2,LPS2641,3302900,63.7,27.6,na
SF,C,B,3,8/26/16,10:30:00,862.4,27.6,SFCB3,LPS2641,3302900,63.1,27.5,na
SF,C,B,4,8/26/16,10:32:00,1075.1,27.6,SFCB4,LPS2641,3302900,65.7,29,na
SF,C,B,5,8/26/16,10:34:00,998.9,27.7,SFCB5,LPS2641,3302900,64.8,28.5,na
SF,C,B,6,8/26/16,10:36:00,1025.8,27.4,SFCB6,LPS2641,3302900,64.9,28.2,na
SF,C,B,7,8/26/16,10:38:00,1052.1,27.4,SFCB7,LPS2641,3302900,65.4,28.8,na
SF,C,B,8,8/26/16,10:40:00,823.7,27.6,SFCB8,LPS2641,3302900,62.3,26.8,na
PB,C,B,1,8/26/16,10:42:00,792.2,27.6,PBCB1,LPS2641,3302900,62.4,27.7,na
PB,C,B,2,8/26/16,10:44:00,914.4,27.5,PBCB2,LPS2641,3302900,64,28.3,na
PB,C,B,3,8/26/16,10:45:00,1010.6,27.6,PBCB3,LPS2641,3302900,64.8,28.3,na
PB,C,B,4,8/26/16,10:47:00,828.6,27.6,PBCB4,LPS2641,3302900,63,28,na
PB,C,B,5,8/26/16,10:48:00,856.2,27.8,PBCB5,LPS2641,3302900,63.1,27.7,na
PB,C,B,6,8/26/16,10:50:00,901.8,27.9,PBCB6,LPS2641,3302900,64,28.6,na
PB,C,B,7,8/26/16,10:52:00,1005.4,27.7,PBCB7,LPS2641,3302900,64.8,28.4,na
PB,C,B,8,8/26/16,10:53:00,716.8,27.5,PBCB8,LPS2641,3302900,61.3,27.1,na
DW,C,B,1,8/26/16,10:55:00,758.8,27.4,DWCB1,LPS2641,3302900,61.9,27.3,na
DW,C,B,2,8/26/16,10:57:00,616.6,27.8,DWCB2,LPS2641,3302900,59.2,25.8,na
DW,C,B,3,8/26/16,10:59:00,484,28.6,DWCB3,LPS2641,3302900,56.3,25.1,na
DW,C,B,4,8/26/16,11:02:00,44.4,29.5,DWCB4,LPS2641,3302900,18.8,8.6,na
DW,C,B,5,8/26/16,11:04:00,458.7,29.6,DWCB5,LPS2641,3302900,55.4,24.5,na
DW,C,B,6,8/26/16,11:05:00,661.8,29.2,DWCB6,LPS2641,3302900,60.3,26.7,na
DW,C,B,7,8/26/16,11:07:00,189.1,28.7,DWCB7,LPS2641,3302900,41.8,18.6,na
DW,C,B,8,8/26/16,11:09:00,554.5,28.7,DWCB8,LPS2641,3302900,57.7,25.2,na
SF,C,A,1,8/26/16,11:10:00,1311.7,29.2,SFCA1,LPS2641,3302900,67.9,30.7,na
SF,C,A,2,8/26/16,11:12:00,1361.5,29.3,SFCA2,LPS2641,3302900,67.9,30.1,na
SF,C,A,3,8/26/16,11:15:00,1202.8,29,SFCA3,LPS2641,3302900,66.2,28.5,na
SF,C,A,4,8/26/16,11:17:00,1140,28.4,SFCA4,LPS2641,3302900,65.9,28.6,na
SF,C,A,5,8/26/16,11:19:00,1159.5,28.1,SFCA5,LPS2641,3302900,66.6,29.8,na
SF,C,A,6,8/26/16,11:21:00,993.1,28.3,SFCA6,LPS2641,3302900,64.9,28.9,na
SF,C,A,7,8/26/16,11:25:00,976.2,28.5,SFCA7,LPS2641,3302900,64.6,28.6,na
SF,C,A,8,8/26/16,11:27:00,1228.3,28.7,SFCA8,LPS2641,3302900,67.2,30.2,na
BA,C,B,1,8/26/16,11:29:00,525.4,28.6,BACB1,LPS2641,3302900,57.5,25.7,na
BA,C,B,2,8/26/16,11:31:00,454.8,28.6,BACB2,LPS2641,3302900,55.4,24.6,na
BA,C,B,3,8/26/16,11:32:00,487,28.7,BACB3,LPS2641,3302900,55.3,23.2,na
BA,C,B,4,8/26/16,11:34:00,512.6,28.7,BACB4,LPS2641,3302900,55.8,23.1,na
BA,C,B,5,8/26/16,11:35:00,617.3,28.8,BACB5,LPS2641,3302900,58.1,24,na
BA,C,B,6,8/26/16,11:37:00,572.5,28.8,BACB6,LPS2641,3302900,58.5,26,na
BA,C,B,7,8/26/16,11:38:00,798,28.7,BACB7,LPS2641,3302900,62.9,28.5,na
BA,C,B,8,8/26/16,11:44:00,444.8,28,BACB8,LPS2641,3302900,54.7,23.7,na
PB,C,A,1,8/26/16,11:46:00,1151.1,28.6,PBCA1,LPS2641,3302900,65.6,27.9,na
PB,C,A,2,8/26/16,11:49:00,808.3,28,PBCA2,LPS2641,3302900,62.2,26.9,na
PB,C,A,3,8/26/16,11:51:00,781.2,27.7,PBCA3,LPS2641,3302900,61.5,26,na
PB,C,A,4,8/26/16,11:54:00,1045,27.2,PBCA4,LPS2641,3302900,64.9,27.9,na
PB,C,A,5,8/26/16,11:59:00,808.9,26.7,PBCA5,LPS2641,3302900,62,26.4,na
PB,C,A,6,8/26/16,12:01:00,882.8,26.6,PBCA6,LPS2641,3302900,63.2,27.2,na
PB,C,A,7,8/26/16,12:04:00,685.2,26.6,PBCA7,LPS2641,3302900,60.3,25.9,na
PB,C,A,8,8/26/16,12:06:00,622.8,26.5,PBCA8,LPS2641,3302900,59.2,25.6,na
DW,C,A,1,8/26/16,12:08:00,680.9,26.5,DWCA1,LPS2641,3302900,59.9,25.4,na
DW,C,A,2,8/26/16,12:11:00,541.9,26.4,DWCA2,LPS2641,3302900,56.6,23.3,na
DW,C,A,3,8/26/16,12:14:00,625.6,26.8,DWCA3,LPS2641,3302900,58.8,24.9,na
DW,C,A,4,8/26/16,12:17:00,376.5,27.1,DWCA4,LPS2641,3302900,51.6,21.5,na
DW,C,A,5,8/26/16,12:19:00,697.3,27,DWCA5,LPS2641,3302900,60.5,26.1,na
DW,C,A,6,8/26/16,12:21:00,658.5,26.8,DWCA6,LPS2641,3302900,59.5,25.2,na
DW,C,A,7,8/26/16,12:23:00,795.3,26.8,DWCA7,LPS2641,3302900,62.3,27.2,na
DW,C,A,8,8/26/16,12:26:00,966.5,28,DWCA8,LPS2641,3302900,64.2,27.9,na
BA,T,A,5,8/26/16,12:43:00,465.6,29.2,BATA5,LPS2641,2803802,58,23.9,post
BA,T,A,6,8/26/16,12:45:00,353.2,29.4,BATA6,LPS2641,2803802,54.1,22,post
BA,T,A,7,8/26/16,12:47:00,237.5,29.2,BATA7,LPS2641,2803802,49.2,21.2,post
BA,T,A,8,8/26/16,12:49:00,726.8,28.9,BATA8,LPS2641,2803802,63,25.7,post
SF,T,B,5,8/26/16,12:52:00,791,28.4,SFTB5,LPS2641,2803802,63.8,25.9,post
SF,T,B,6,8/26/16,12:54:00,830.3,28.3,SFTB6,LPS2641,2803802,64.5,26.4,post
SF,T,B,7,8/26/16,12:57:00,722.3,28.2,SFTB7,LPS2641,2803802,63.1,26.1,post
SF,T,B,8,8/26/16,13:00:00,579.8,28.6,SFTB8,LPS2641,2803802,61.2,26.1,post
PB,T,B,5,8/26/16,13:02:00,566.1,28.7,PBTB5,LPS2641,2803802,60.3,24.7,post
PB,T,B,6,8/26/16,13:04:00,206.2,29.3,PBTB6,LPS2641,2803802,48.1,21.9,post
PB,T,B,7,8/26/16,13:06:00,270.1,29.2,PBTB7,LPS2641,2803802,50.8,21.5,post
PB,T,B,8,8/26/16,13:08:00,513.9,28.9,PBTB8,LPS2641,2803802,59.9,25.7,post
DW,T,B,5,8/26/16,13:10:00,400.7,28.8,DWTB5,LPS2641,2803802,56.3,23.6,post
DW,T,B,6,8/26/16,13:11:00,368.1,29,DWTB6,LPS2641,2803802,54.7,22.3,post
DW,T,B,7,8/26/16,13:13:00,121,29.3,DWTB7,LPS2641,2803802,38,16.2,post
DW,T,B,8,8/26/16,13:15:00,251.8,29.5,DWTB8,LPS2641,2803802,49.9,21.2,post
SF,T,A,5,8/26/16,13:16:00,607.7,29.4,SFTA5,LPS2641,2803802,61.7,26.2,post
SF,T,A,6,8/26/16,13:19:00,465.5,28.9,SFTA6,LPS2641,2803802,58.7,25.3,post
SF,T,A,7,8/26/16,13:21:00,572.2,28.2,SFTA7,LPS2641,2803802,61.2,26.3,post
SF,T,A,8,8/26/16,13:24:00,550.8,27.9,SFTA8,LPS2641,2803802,60.7,26,post
BA,T,B,5,8/26/16,13:26:00,329.8,27.9,BATB5,LPS2641,2803802,53.6,22.4,post
BA,T,B,6,8/26/16,13:28:00,403.1,28.3,BATB6,LPS2641,2803802,56.4,23.6,post
BA,T,B,7,8/26/16,13:31:00,453.2,28.6,BATB7,LPS2641,2803802,58,24.5,post
BA,T,B,8,8/26/16,13:33:00,576,28.5,BATB8,LPS2641,2803802,61.2,26.1,post
PB,T,A,5,8/26/16,13:35:00,295.3,28.4,PBTA5,LPS2641,2803802,52.9,23.1,post
PB,T,A,6,8/26/16,13:38:00,406.1,28.4,PBTA6,LPS2641,2803802,56.8,24.2,post
PB,T,A,7,8/26/16,13:39:00,478.1,28.2,PBTA7,LPS2641,2803802,59,25.2,post
PB,T,A,8,8/26/16,13:41:00,499.3,28.6,PBTA8,LPS2641,2803802,60.1,26.5,post
DW,T,A,5,8/26/16,13:43:00,124.5,28.6,DWTA5,LPS2641,2803802,38.1,16,post
DW,T,A,6,8/26/16,13:45:00,162.1,28.3,DWTA6,LPS2641,2803802,42.7,18.1,post
DW,T,A,7,8/26/16,13:46:00,180.5,27.8,DWTA7,LPS2641,2803802,44.5,18.7,post
DW,T,A,8,8/26/16,13:48:00,336.9,27.8,DWTA8,LPS2641,2803802,53.6,21.9,post
